source_addresses,recipient_address,amount_phmn,note
juno1lgdspy8pggd5x84zuy6y3xt8ygxmt39yhucf3m,cosmos1lgdspy8pggd5x84zuy6y3xt8ygxmt39ypwmjk8,13.225130,
juno172hxdt6we3w7qmjelxyf7ul3xuq0nntc9yt6l9,cosmos172hxdt6we3w7qmjelxyf7ul3xuq0nntcnkgpce,13.220306,
juno1dkjr3vey927m9r8cnlteg5cfzxqjxgxlv02lgv,cosmos1dkjr3vey927m9r8cnlteg5cfzxqjxgxl6afy0s,12.988579,
juno1mfnw0gjt2vel3t0ycrnc24d7hgh2q7kju52qgp,cosmos1mfnw0gjt2vel3t0ycrnc24d7hgh2q7kj2xfm0a,12.923795,
osmo16u4xsll7kwgs9w8z6zy86z3galv7le4ywv5qmm,cosmos16u4xsll7kwgs9w8z6zy86z3galv7le4yxh8sdf,12.852151,
juno1t0tu0vch5k6v3pcw3ua9zlme75ktzl92udtet7,cosmos1t0tu0vch5k6v3pcw3ua9zlme75ktzl922lgzvz,12.750917,
juno1k4rntreks2z3l90j0dan6az4aearjf4h8ngjm7,cosmos1k4rntreks2z3l90j0dan6az4aearjf4h3ptfuz,12.709497,
juno15r38f4erptma8fnnhkf2yagdgqkm4ysayhy388,cosmos15r38f4erptma8fnnhkf2yagdgqkm4ysaj982qm,12.697546,
juno1r0vmpa00dr05ljmv8teftrvxk2z9hcsrz22pmn; osmo1r0vmpa00dr05ljmv8teftrvxk2z9hcsrur622a,cosmos1r0vmpa00dr05ljmv8teftrvxk2z9hcsr5cf6u0,12.635548,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1nr6m3gx4v9a0dj2vj7ff7xcgusar66cyccegfh; osmo1nr6m3gx4v9a0dj2vj7ff7xcgusar66cyx3frce,cosmos1nr6m3gx4v9a0dj2vj7ff7xcgusar66cyw26nwt,12.633080,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1hyajkx7u9hd0ql8sfhyr935h55ynvl3e05ermd,cosmos1hyajkx7u9hd0ql8sfhyr935h55ynvl3eex6cu3,12.495421,
juno1zz02wg0pvr2rz3jrefn6z0ayvclhfvrxhhrnu8,cosmos1zz02wg0pvr2rz3jrefn6z0ayvclhfvrxp9qgmm,12.490385,
juno1wgdcwdlqh70qenz35r8m757xtzkzp54ududdxs,cosmos1wgdcwdlqh70qenz35r8m757xtzkzp54umwwkpv,12.484676,
juno1hgv7e8pjk8jqtfwsypq34y3puqxtald2hd04dr,cosmos1hgv7e8pjk8jqtfwsypq34y3puqxtald2plvw2l,12.481487,
juno10rx4suuy4qy7dx4wl4x7kwvsv6f5y6a37nqrvz,cosmos10rx4suuy4qy7dx4wl4x7kwvsv6f5y6a3gprct7,12.477730,
juno1ev3d90fe0m5cqdututkqy9hswsfu3hjy4dd0kv,cosmos1ev3d90fe0m5cqdututkqy9hswsfu3hjyrlw53s,12.418233,
juno1jmut8nq43dkafv49kcq0wu4jvx833hk0khpd9r,cosmos1jmut8nq43dkafv49kcq0wu4jvx833hk0q9zkzl,12.397203,
juno12vyq6dz7qfhzv9as94fc2fxxc2zdddl9f5cg46,cosmos12vyq6dz7qfhzv9as94fc2fxxc2zdddl9lxmnjx,12.272038,
juno1fm8glv863shrtev33tnmjjg6ysz4esm0jw08mf,cosmos1fm8glv863shrtev33tnmjjg6ysz4esm0yuvuu4,12.272038,
juno1duahkr8wufv02xw4jl8fx6qq8jtwsx2cw54t6v,cosmos1duahkr8wufv02xw4jl8fx6qq8jtwsx2ccxksas,12.166250,
juno12njlxzl7rztsx5fmgmw96t4hz2u62mectpy36p,cosmos12njlxzl7rztsx5fmgmw96t4hz2u62mecan82aa,12.113320,
juno1v6ll7lj9qeyf6g6at2c4vqetxg587755jprxpz,cosmos1v6ll7lj9qeyf6g6at2c4vqetxg587755ynqax7,12.093598,
juno1fvaefmvp7eed8qc3utsjgk9nwgd0kx9nrdh44g; osmo1fvaefmvp7eed8qc3utsjgk9nwgd0kx9nay87yx,cosmos1fvaefmvp7eed8qc3utsjgk9nwgd0kx9n4l5wj5,12.093456,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1cs0ysv4l5rk6h3tayrza4x9lphk8dpjv9sj742,cosmos1cs0ysv4l5rk6h3tayrza4x9lphk8dpjvnz39jk,12.057409,
juno1vaxze779tvr3wppe5pdg288rc373afnx6njyru,cosmos1vaxze779tvr3wppe5pdg288rc373afnxvp3lyq,12.016808,
juno1pxv2a05s270maz8g4a8xnunvyz95xhhluq007x,cosmos1pxv2a05s270maz8g4a8xnunvyz95xhhl2jv5e6,11.962988,
juno1zuusvd0cx53w85sgrzvkmy46sh2ykk7z00za42,cosmos1zuusvd0cx53w85sgrzvkmy46sh2ykk7zeapxjk,11.936695,
juno143jxaatsv9slqk2jq4ptxqgnqhz9dpywrnrxk8,cosmos143jxaatsv9slqk2jq4ptxqgnqhz9dpyw4pqa3m,11.913877,
juno1xpaxecffmrh44rqc0wcga6g605nne5pnmyvjjv,cosmos1xpaxecffmrh44rqc0wcga6g605nne5pndk0f4s,11.902412,
juno1xda98mc3g8lvcfngnfznfm7arv2mdfwrclsvr8,cosmos1xda98mc3g8lvcfngnfznfm7arv2mdfwrwdnhym,11.868220,
juno10n5ldatqhdvuvstc4dpf6rlap9kcp22k727mqk,cosmos10n5ldatqhdvuvstc4dpf6rlap9kcp22kgcaq82,11.863090,
juno1gtfd6wp8mqnuf05cfh85rw5zwx0xf8kvpqmk6t,cosmos1gtfd6wp8mqnuf05cfh85rw5zwx0xf8kvhjcdah,11.861016,
juno17jg662aq08u5gd8n5c3zqt8c6llf64xuppkx5y,cosmos17jg662aq08u5gd8n5c3zqt8c6llf64xuhn4anc,11.813878,
juno1symvw2n546mkmupd2n2a52tlg5tf4hpkuqvrh7,cosmos1symvw2n546mkmupd2n2a52tlg5tf4hpk2j0csz,11.724075,
juno1cnaeqxgr860qsf9ksfv2nyn4cpfq9eslvqxpcx; osmo1cnaeqxgr860qsf9ksfv2nyn4cpfq9esljfk2fg,cosmos1cnaeqxgr860qsf9ksfv2nyn4cpfq9esl6j96l6,11.712792,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno173f044dwpj04xtcdkkpndmdny35lj4afmst4hm,cosmos173f044dwpj04xtcdkkpndmdny35lj4afdzgws8,11.647278,
osmo1smfzt25ax563c0s2wgmcmt3g67d09t4mae9qh5,cosmos1smfzt25ax563c0s2wgmcmt3g67d09t4m4zkspx,11.628567,
juno1al47rdz0qw6nsye07yf42c26eswjzgunt3f6vg,cosmos1al47rdz0qw6nsye07yf42c26eswjzgunar2pt5,11.534962,
juno1wev8ptzj27aueu04wgvvl4gvurax6rj5la09yj,cosmos1wev8ptzj27aueu04wgvvl4gvurax6rj5f0v7rw,11.529219,
juno1wcw55kctr58cxrkshgjqs75futwt47kyuy8wn8,cosmos1wcw55kctr58cxrkshgjqs75futwt47ky2ky45m,11.528313,
juno1eku33nrzqll0eedx4ar0gkjzlmukxxzqa3ykpy,cosmos1eku33nrzqll0eedx4ar0gkjzlmukxxzqtr8dxc,11.524570,
juno140m5u8nw3wv6m4tz8u53u08yzm7jmf87neeaaz,cosmos140m5u8nw3wv6m4tz8u53u08yzm7jmf879t6x67,11.506215,
juno1fs50772f762vxnz2w5k5t3utllu8mymwlusn5w,cosmos1fs50772f762vxnz2w5k5t3utllu8mymwfwngnj,11.422437,
osmo1rtsce8m32ah3fnp9lu5ut9mjkczd7wl6a3gd9t,cosmos1rtsce8m32ah3fnp9lu5ut9mjkczd7wl642mane,11.415181,
juno1ga2naldcrya2q6twfjtse20qymmt7rpwtgs2ln,cosmos1ga2naldcrya2q6twfjtse20qymmt7rpwa6n3c0,11.356228,
juno1y7aktwq0yad9xzc6txyx5rmhr8r4ne2nf6u92g,cosmos1y7aktwq0yad9xzc6txyx5rmhr8r4ne2nlgl7d5,11.331363,
juno1d93fxj5xe9q5jtdge5d7wtafdl6kcrxh58za84,cosmos1d93fxj5xe9q5jtdge5d7wtafdl6kcrxhz4pxqf,11.304383,
juno1jhvn9prmvzjnrqnt80jqyt9epck3vp2kaad8d7,cosmos1jhvn9prmvzjnrqnt80jqyt9epck3vp2kt0wu2z,11.292455,
juno1kly7jqz7g6mf928kecys623xs44qevqfc5yrhn,cosmos1kly7jqz7g6mf928kecys623xs44qevqfwx8cs0,11.268218,
juno1r9kdqttttxlqmqeqh7pze2yjdu9vl8594d9f86,cosmos1r9kdqttttxlqmqeqh7pze2yjdu9vl859rlxjqx,11.261581,
juno1rhe3eqns0ysehxpnj9xjtxc4wzrlu4l40gmh7a,cosmos1rhe3eqns0ysehxpnj9xjtxc4wzrlu4l4e6cvep,11.245907,
juno1xwx9jg2qzapawjdpyl3esxxpdp3r65r5pds0w7,cosmos1xwx9jg2qzapawjdpyl3esxxpdp3r65r5hln5fz,11.234416,
juno18fg6lnzr2pa8fdgx59we6mjx8j9xazam997vul,cosmos18fg6lnzr2pa8fdgx59we6mjx8j9xazamnhahmr,11.228759,
juno1dx6jvcnn54tfknwlkgh4e8ay050anyfavgcwhv,cosmos1dx6jvcnn54tfknwlkgh4e8ay050anyfa66m4ss,11.176060,
juno1ytem9skzmq7n7tlfcqjw6wqfgd587cn3drmwr9,cosmos1ytem9skzmq7n7tlfcqjw6wqfgd587cn3m3c4ye,11.059006,
juno18g45wgm2zyws40jd3w5xyzq66v450gt80zf7g4,cosmos18g45wgm2zyws40jd3w5xyzq66v450gt8es290f,11.053364,
juno18q0y3049v0se3p08qmtlyjlgsg998vq3xh8dkx,cosmos18q0y3049v0se3p08qmtlyjlgsg998vq3s9yk36,11.051460,
juno1s85kaf9ptdlxt92c604ehkkyt2fx0xlwwp67fl,cosmos1s85kaf9ptdlxt92c604ehkkyt2fx0xlwcne9wr,11.007676,
juno17cp5fp6peh2wev34kf74ruzrc7pjn9rv0ugm90,cosmos17cp5fp6peh2wev34kf74ruzrc7pjn9rvewtqzn,10.994015,
juno182t63wqad7t467atz0j0zjw63afrgar5s4nf00,cosmos182t63wqad7t467atz0j0zjw63afrgar5x8sjgn,10.983520,
juno1caa8k0k8vx9yu7x5m8vj2uzh350cqfpdal2jm6,cosmos1caa8k0k8vx9yu7x5m8vj2uzh350cqfpdtdffux,10.966110,
juno1s85srfkevtxk5vs3fr520ucrtgf7e9k3ua9n85,cosmos1s85srfkevtxk5vs3fr520ucrtgf7e9k320xgqg,10.926284,
juno1w3t8qszs68dur29llc59x9mqwrg4adngx4l8hr,cosmos1w3t8qszs68dur29llc59x9mqwrg4adngs8uusl,10.911954,
juno13z67rj2jtltmvlh63h2e8qs7824xjvs982p2ge,cosmos13z67rj2jtltmvlh63h2e8qs7824xjvs93cz309,10.882007,
juno1v4qncpuy34kzd4tvvk5vy37m3vmn20fcvhrhw3,cosmos1v4qncpuy34kzd4tvvk5vy37m3vmn20fc69qvfd,10.872983,
juno107vcd0zwh2sckwmq9dwzvf4zrvuj7z2539ycen,cosmos107vcd0zwh2sckwmq9dwzvf4zrvuj7z258h8r70,10.756966,
juno1xx335567pmatl7a2xm3g02xsj0fmxl2dvwumwv,cosmos1xx335567pmatl7a2xm3g02xsj0fmxl2d6ulqfs,10.740930,
osmo1mtarz7hmt5m0h7muks3pdnwfmwqps9nndrrq6xrz5rhdsl6s3cwssm4vv3,cosmos1mtarz7hmt5m0h7muks3pdnwfmwqps9nndrrq6xrz5rhdsl6s3cws9xd5mh,10.729718,
juno1dwdt29sgpu3nlyktlxk3qhlz8wqee67m3dp9y2,cosmos1dwdt29sgpu3nlyktlxk3qhlz8wqee67m8lz7rk,10.725446,
juno1fgwcxv057fd3hgsw49tueuu7n2qh4ew4wt6c6j,cosmos1fgwcxv057fd3hgsw49tueuu7n2qh4ew4ceeraw,10.710324,
juno1ykkfmxtwznrw3gf2urpq87xekgj9adzc0dmfwh,cosmos1ykkfmxtwznrw3gf2urpq87xekgj9adzcelcjft,10.680590,
juno1dhv9zyw4trwysyhj5ncxtwzjddxww44a0hqt2y,cosmos1dhv9zyw4trwysyhj5ncxtwzjddxww44ae9rsdc,10.626449,
juno1dv4vg6g0v9fzveglufx03a2fkd3k0pur2y03hh,cosmos1dv4vg6g0v9fzveglufx03a2fkd3k0purukv2st,10.542968,
juno1een669rjzpclz9xrq7r8rre9gchj3r3d7w0eqp,cosmos1een669rjzpclz9xrq7r8rre9gchj3r3dguvz8a,10.445897,
juno1dccah0jhwal4yyxh7fh5dzm73kf7r2ee677vmu,cosmos1dccah0jhwal4yyxh7fh5dzm73kf7r2eevvahuq,10.406242,
juno1w347x0f95ecpm4mtutknaxx7k83z8mayxrnz4k; osmo1w347x0f95ecpm4mtutknaxx7k83z8mayc2rfyc,cosmos1w347x0f95ecpm4mtutknaxx7k83z8mays3sej2,10.386097,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1vjzsmk02gnjjh3x2hkzxjgnsrl0ycj9fq7lz8v,cosmos1vjzsmk02gnjjh3x2hkzxjgnsrl0ycj9fkvueqs,10.336298,
juno1csf3up94qheqz88fvvlwjl7vc5sdymarr25yc4,cosmos1csf3up94qheqz88fvvlwjl7vc5sdymar4chllf,10.333311,
juno12t2q70l6vqf7r44uu9rtg83l6r5z8fdarh7r24,cosmos12t2q70l6vqf7r44uu9rtg83l6r5z8fda49acdf,10.292212,
juno14hj684wm4t5q3h3mh7689h39u7tlsfst2jhlps,cosmos14hj684wm4t5q3h3mh7689h39u7tlsfstuq5yxv,10.272497,
juno14w0rq305wjehnh56rffvrcd5l5hh9kw29zk2m6,cosmos14w0rq305wjehnh56rffvrcd5l5hh9kw2ns43ux,10.260054,
juno18dqayj50gvztx0dgqh6fctge6f8ctzwp6h9c48,cosmos18dqayj50gvztx0dgqh6fctge6f8ctzwpv9xrjm,10.207423,
juno1kghfutamtxxhwnf5xkw5aflx42clt36mw0vj3v,cosmos1kghfutamtxxhwnf5xkw5aflx42clt36mca0fks,10.186610,
juno1t4var3kchah7ghyjekth89vpqv9490eqnnz58k,cosmos1t4var3kchah7ghyjekth89vpqv9490eq9pp0q2,10.139235,
juno1yz5s48xe7k2xqzzpkv2gwusf5n55umv3mrtatv,cosmos1yz5s48xe7k2xqzzpkv2gwusf5n55umv3d3gxvs,10.127406,
juno14fff2txcke7tnflryk799mjqw3lvdx9mm3p5jx,cosmos14fff2txcke7tnflryk799mjqw3lvdx9mdrz046,10.119422,
juno13en8cc3pyp3xunt9jqffpv57405n9pgea9qt93,cosmos13en8cc3pyp3xunt9jqffpv57405n9pgethrszd,10.078876,
juno1mmspdyd5zualxrmyquyaahn3fwa7syg2ng3fnt,cosmos1mmspdyd5zualxrmyquyaahn3fwa7syg296jj5h,10.070432,
juno1lagj62kqfqae5rg4j2w024yp82dflqup4k6r4m,cosmos1lagj62kqfqae5rg4j2w024yp82dflqupryecj8,10.064417,
juno1jur6jy8gsg4ynjlazjndp4uae4k0977nh5x85g,cosmos1jur6jy8gsg4ynjlazjndp4uae4k0977npx9un5,10.060478,
juno14st32azh0ls0j6x9uxvp8dnknf8ny7g8smvdjr,cosmos14st32azh0ls0j6x9uxvp8dnknf8ny7g8xf0k4l,10.058124,
juno1gkats6cusuernkf34gkwudvsf2havv0dt6a8wx,cosmos1gkats6cusuernkf34gkwudvsf2havv0dag7uf6,10.020222,
juno1vm453fezj2t8trtnjt3v8lk7cxekwghu3v3p9r,cosmos1vm453fezj2t8trtnjt3v8lk7cxekwghu87j6zl,10.009540,
juno10nt3xudlymehjhu7jla3sjtsx8tx3n6etcc9uu,cosmos10nt3xudlymehjhu7jla3sjtsx8tx3n6ea2m7mq,10.000000,
juno14zywd98xhvmp33m6q8m4kj6j57a07asxa9r0mz,cosmos14zywd98xhvmp33m6q8m4kj6j57a07asxthq5u7,10.000000,
juno1c297nt22qwtceatd0mts4uxqftchpcezv8xgyn,cosmos1c297nt22qwtceatd0mts4uxqftchpcez649nr0,10.000000,
juno1ecc7wr0gyc5jgjls894x9y6xa9d4v6ftd54ggt,cosmos1ecc7wr0gyc5jgjls894x9y6xa9d4v6ftmxkn0h,10.000000,
juno1njgjmhyadpmr3u6kzkdtqlx8nmwm4yagf8t9hr,cosmos1njgjmhyadpmr3u6kzkdtqlx8nmwm4yagl4g7sl,10.000000,
juno1ssrj47nzy62s49dzgn8pncgucuetukj2v5jluu,cosmos1ssrj47nzy62s49dzgn8pncgucuetukj26x3ymq,10.000000,
juno14edxqwqdukl84cw2jpysxjm60djurrzxn0msfp,cosmos14edxqwqdukl84cw2jpysxjm60djurrzx9actwa,9.995530,
juno1c8llxdxstak7x0kyxxwuwwjwvazvxfngth97zl2vtg993ymygegqp7ngj7,cosmos1c8llxdxstak7x0kyxxwuwwjwvazvxfngth97zl2vtg993ymygegqzm5m96,9.990000,
juno1d9xej6w7g9n72shfrfypm60uxjn75urk8hs5ju,cosmos1d9xej6w7g9n72shfrfypm60uxjn75urk39n04q,9.957033,
juno1t8e5vktvrtwxn98tfr3k3esl424s2jm6rts8ef,cosmos1t8e5vktvrtwxn98tfr3k3esl424s2jm64enu74,9.905179,
juno1xe0c9l6yl73p4y58hv4jtt3h3j9ezd3ue0nemv,cosmos1xe0c9l6yl73p4y58hv4jtt3h3j9ezd3u0aszus,9.852496,
osmo1k7dn09008y3qqgxwd4xy0spvxgva32fapd6zdg; juno1k7dn09008y3qqgxwd4xy0spvxgva32faly2fux,cosmos1k7dn09008y3qqgxwd4xy0spvxgva32fafkfjm6,9.703761,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1cg5p8qtl7xn7tjzm6dejqwl7l07udsxp00lh2n,cosmos1cg5p8qtl7xn7tjzm6dejqwl7l07udsxpeauvd0,9.664711,
juno1j6ycwg3rdpmgffd4kh4a83ektyj2ltdqx8xllt,cosmos1j6ycwg3rdpmgffd4kh4a83ektyj2ltdqs49ych,9.615327,
juno1va9sqat0zya6w4rfxr5ve38u92e84rkj86xwjp,cosmos1va9sqat0zya6w4rfxr5ve38u92e84rkj3g944a,9.602681,
juno1s57xq9z42aeva8ahgrm7g6l6zzv3mvek2e0z3k,cosmos1s57xq9z42aeva8ahgrm7g6l6zzv3mvekutvek2,9.596837,
juno10f3xmvevhr9674xj5gzy5pd0g9mjcyu32qgcy9,cosmos10f3xmvevhr9674xj5gzy5pd0g9mjcyu3ujtrre,9.418218,
juno1sfwnhw0vj79hlh7qm5lgpp2hulvd3v0760cy0v,cosmos1sfwnhw0vj79hlh7qm5lgpp2hulvd3v07vamlgs,9.288737,
osmo1x8c9ztdgp48d2xcst5v3crd6x666xtykdrfsrautg8q6f9tcmglsjcuwrz,cosmos1x8c9ztdgp48d2xcst5v3crd6x666xtykdrfsrautg8q6f9tcmgls89yk5y,9.238732,
juno1j7e56tu6tgrnwmfy3za3ygmlk7uhsgz7fjhnga,cosmos1j7e56tu6tgrnwmfy3za3ygmlk7uhsgz7lq5g0p,9.227137,
juno14edza73w8wa0ucp9jagdjngecmalj83k2vsfr4,cosmos14edza73w8wa0ucp9jagdjngecmalj83ku7njyf,9.052785,
juno1dd86vu72n2eh7clr8tm46psqre64tuqvhxtd29,cosmos1dd86vu72n2eh7clr8tm46psqre64tuqvp5gkde,9.049955,
juno1akr79fjtmuf8wxjp4gg5q6p8kpc0ml2a9825mz,cosmos1akr79fjtmuf8wxjp4gg5q6p8kpc0ml2an4f0u7,9.039401,
juno14y4jh43q7gd4f9sdx3zchkhky9wex3ytktk7v8,cosmos14y4jh43q7gd4f9sdx3zchkhky9wex3ytqe49tm,8.986679,
juno1jpxd6eatnkpw04d6fkzc9n3pmfdx0a35p5z2pq,cosmos1jpxd6eatnkpw04d6fkzc9n3pmfdx0a35hxp3xu,8.914400,
juno14lv4vkvha46n8txctwustplzvc5fn4t3fwyxt3,cosmos14lv4vkvha46n8txctwustplzvc5fn4t3lu8avd,8.910416,
juno1vukmmyh09y2yjdh45elf5v2g9za0dt7txf7pla,cosmos1vukmmyh09y2yjdh45elf5v2g9za0dt7tsma6cp,8.828863,
juno1ws3cdyamvtpv7uc263k2etjkpu0nke0eyg0hm0,cosmos1ws3cdyamvtpv7uc263k2etjkpu0nke0ej6vvun,8.826866,
juno1e2qur2pmzn5jtderg3p7hwck53ert72tjvvam0,cosmos1e2qur2pmzn5jtderg3p7hwck53ert72ty70xun,8.793026,
juno1a02ufg3wvft34vzqq23kk6ykf64ned6e6gapaa,cosmos1a02ufg3wvft34vzqq23kk6ykf64ned6ev6766p,8.791210,
juno10tp6zckddjwtl22jdurra5yadx72tyx6rkz896,cosmos10tp6zckddjwtl22jdurra5yadx72tyx64ypuzx,8.751997,
juno1fhvkgmzxajf0f5e6eumgqqsa7q8u89pmppkzd3,cosmos1fhvkgmzxajf0f5e6eumgqqsa7q8u89pmhn4e2d,8.749875,
juno1arl0fl5jtarmqyv3elqscqcjjpfr9947g66a5z,cosmos1arl0fl5jtarmqyv3elqscqcjjpfr99477gexn7,8.721242,
osmo1ry3e3fvjn6e6276ym5kt8f0xr0padqtjmdghyj; juno1ry3e3fvjn6e6276ym5kt8f0xr0padqtj9ycu4u,cosmos1ry3e3fvjn6e6276ym5kt8f0xr0padqtjnkm8jq,8.697239,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno13p5dt20sggkxpj9w0lgenk87tuj8ykz0gvx5uu,cosmos13p5dt20sggkxpj9w0lgenk87tuj8ykz07790mq,8.573645,
juno15uf26r2zxhy46d0gjqz0qxpw0easqegkay5tnw,cosmos15uf26r2zxhy46d0gjqz0qxpw0easqegktkhs5j,8.502778,
juno1ctyecdhdzvsqvusksjtkqv4yrsf7ugcy084lm2,cosmos1ctyecdhdzvsqvusksjtkqv4yrsf7ugcye4kyuk,8.499075,
juno174m70lurzlx40w6kmjzdra6zcq35wqz5a7zn4u,cosmos174m70lurzlx40w6kmjzdra6zcq35wqz5tvpgjq,8.496421,
juno124kp99ktauryst7w8peuzztyc026l2ut8um8y3,cosmos124kp99ktauryst7w8peuzztyc026l2ut3wcurd,8.494787,
juno10utw2hls0mlwge6zl3u8hrjatljgh5wp979nc6,cosmos10utw2hls0mlwge6zl3u8hrjatljgh5wpnvxglx,8.494346,
juno1adq4v4z2f0c60mtpk8v0lur0zn5x2zt8wtnhn5,cosmos1adq4v4z2f0c60mtpk8v0lur0zn5x2zt8cesv5g,8.441972,
juno1axzcdln69qetlhnecajrhjhl7w00x3p7l9hhlv,cosmos1axzcdln69qetlhnecajrhjhl7w00x3p7fh5vcs,8.392510,
juno1hr7tz3qvyhlpghtyfxdlwrfkw5zcjkxnslvyda,cosmos1hr7tz3qvyhlpghtyfxdlwrfkw5zcjkxnxd0l2p,8.379714,
osmo1l07lhprfe5jlhtpnk9hnrayvcc6ymuax6h988f,cosmos1l07lhprfe5jlhtpnk9hnrayvcc6ymuaxjvkh3m,8.360478,
juno1yxhwgqaezqqqnfx6djukd8cl3awq5angkar0j4; osmo1yxhwgqaezqqqnfx6djukd8cl3awq5angg5nyrm,cosmos1yxhwgqaezqqqnfx6djukd8cl3awq5angq0q54f,8.315046,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
osmo1mpg8nc7ymz5n9puvnlp86ss2ytnc3ck6lpxhxj,cosmos1mpg8nc7ymz5n9puvnlp86ss2ytnc3ck6h648sq,8.303374,
juno1cx538xh4ljdf0sc0hmlhw3dcpu7jlsk38pn5eg,cosmos1cx538xh4ljdf0sc0hmlhw3dcpu7jlsk33ns075,8.302086,
juno17aj77rmqug878y3kceva493mcujj6w7pve7qum,cosmos17aj77rmqug878y3kceva493mcujj6w7p6tamm8,8.251724,
osmo1j5mzxyej2rk0v48exukax7tn2w9axq8jft4ng3,cosmos1j5mzxyej2rk0v48exukax7tn2w9axq8jpsxr7r,8.117988,
juno1hqc3a87mknn9l6wxfgv9kax6vhuy7jv6zm0urf,cosmos1hqc3a87mknn9l6wxfgv9kax6vhuy7jv65fv8y4,8.097015,
juno1nfuquwxmh58wv2607gdyn8g2qph4u2a4cgac6v,cosmos1nfuquwxmh58wv2607gdyn8g2qph4u2a4w67ras,8.062002,
juno1qvcy2gqxrdgnnypgsjcr2xz57lf4cs6nuzqpww,cosmos1qvcy2gqxrdgnnypgsjcr2xz57lf4cs6n2sr6fj,8.035804,
juno102q3m4rlkaltxwnfztfgcam672mnu40kvfh9tl,cosmos102q3m4rlkaltxwnfztfgcam672mnu40k6m57vr,8.031334,
juno1zcddzq3dzj0ajlv9excr95vnkyha8x09yx5v2f,cosmos1zcddzq3dzj0ajlv9excr95vnkyha8x09j5hhd4,7.960525,
juno102ulxjq2zs8q7zc60wg7pe7zv03fspzxs4y7vk,cosmos102ulxjq2zs8q7zc60wg7pe7zv03fspzxx889t2,7.953581,
juno1knt3vmcfj00fzrdnh8hv33zrykd6dvfn43c4zd,cosmos1knt3vmcfj00fzrdnh8hv33zrykd6dvfnrrmw93,7.892376,
juno15gu8x3n56v3rwj4pe5gh5l5k7f8x2zl54u0rak,cosmos15gu8x3n56v3rwj4pe5gh5l5k7f8x2zl5rwvc62,7.847233,
juno1k4e57zmvh6rq2rjdaghr6u364xgrmzjye39kwe,cosmos1k4e57zmvh6rq2rjdaghr6u364xgrmzjy0rxdf9,7.815450,
juno1an93jqh8uayn590lyl6wzjs9qn7up0lw59rfqx; osmo1an93jqh8uayn590lyl6wzjs9qn7up0lw2vnz3g,cosmos1an93jqh8uayn590lyl6wzjs9qn7up0lwzhqj86,7.750148,Multiple source addresses normalize to the same Cosmos account bytes; their balances are combined into one recipient allocation.
juno1xu4qp84tyukvez9g570fajnlt43f6h8fws75hm,cosmos1xu4qp84tyukvez9g570fajnlt43f6h8fcza0s8,7.684766,
juno10t7jch0fegk55vzgw346vjglrv6fz8uecllcg4,cosmos10t7jch0fegk55vzgw346vjglrv6fz8uewdur0f,7.639839,
juno1tw90d32qlrnq7wnd5u5vks9vezxevf7dthlfma,cosmos1tw90d32qlrnq7wnd5u5vks9vezxevf7da9ujup,7.459509,
juno1ksm9emfgpj97vfkqd5t6rd59l298ycr24dsfsf,cosmos1ksm9emfgpj97vfkqd5t6rd59l298ycr2rlnjh4,7.360610,
juno15mk5l9w02fwxrd8y7xtes7la7vh9ve3af96nru,cosmos15mk5l9w02fwxrd8y7xtes7la7vh9ve3alhegyq,7.318225,
juno1y23rpdsasmxfx3cmvznz6hdrm6mpmf8l5fadcy,cosmos1y23rpdsasmxfx3cmvznz6hdrm6mpmf8lzm7klc,7.309971,
juno1s03r0363l2c8mss60tchnftsjgdlnup3ls5czs,cosmos1s03r0363l2c8mss60tchnftsjgdlnup3fzhr9v,7.288918,
juno1xvunup2m747gu6yr5qpmpehal5tr654c6plnaw,cosmos1xvunup2m747gu6yr5qpmpehal5tr654cvnug6j,7.257571,
juno185ydw3dvvvtutm3kl5u8vmg7mm7k7c9u986p96,cosmos185ydw3dvvvtutm3kl5u8vmg7mm7k7c9un4e6zx,7.244134,
juno1qsd09sqn4tkhxrg2j6w0h42equetz8838mdfpd,cosmos1qsd09sqn4tkhxrg2j6w0h42equetz8833fwjx3,7.231703,
juno1z3ptudq7wsgtxurln0tznc5cuutq30a43u5tu6,cosmos1z3ptudq7wsgtxurln0tznc5cuutq30a48whsmx,7.195303,
juno15fvungclq4mtx3te8x9c6dhmn4wq4dl5yd0sfs,cosmos15fvungclq4mtx3te8x9c6dhmn4wq4dl5jlvtwv,7.192812,
juno1nx8s5kvkpdpwy59x7w9pep3j8txmtsv8ksespm,cosmos1nx8s5kvkpdpwy59x7w9pep3j8txmtsv8qz6tx8,7.183003,
